date,Q_model_raw_m3s,month,season,Q_model_biascorrected_m3s
2071-02-12,3202.29052734375,2,winter,2154.9425339959566
2071-02-13,3195.866943359375,2,winter,2151.514044359835
2071-02-14,3336.361572265625,2,winter,2204.7121121300693
2071-02-15,3685.85498046875,2,winter,2376.9253335303297
2071-02-16,4564.65576171875,2,winter,2781.094149412442
2071-02-17,6270.1005859375,2,winter,3580.6033345292967
2071-02-18,8748.6572265625,2,winter,4583.19752988591
2071-02-19,11400.64453125,2,winter,6138.975920985321
2071-02-20,13387.830078125,2,winter,7558.513591823989
2071-02-21,14247.4501953125,2,winter,8297.704379783789
2071-02-22,14010.296875,2,winter,8093.775288079153
2071-02-23,13007.099609375,2,winter,7263.385410137023
2071-02-24,11617.1845703125,2,winter,6292.953783657765
2071-02-25,10128.357421875,2,winter,5345.659031863257
2071-02-26,8721.13671875,2,winter,4572.163624577221
2071-02-27,7536.150390625,2,winter,4127.175824708879
2071-02-28,6719.52392578125,2,winter,3769.359609182589
2071-03-01,6505.05810546875,3,lente,4079.021072501389
2071-03-02,6941.47021484375,3,lente,4270.704748048143
2071-03-03,7771.52685546875,3,lente,4970.559801014071
2071-03-04,8580.869140625,3,lente,5633.555557962951
2071-03-05,9084.6513671875,3,lente,5949.8378394927995
2071-03-06,9241.6220703125,3,lente,6040.888598817677
2071-03-07,9136.0234375,3,lente,5979.636177124754
2071-03-08,8844.376953125,3,lente,5810.025851234889
2071-03-09,8402.8427734375,3,lente,5514.331900304923
2071-03-10,7839.18359375,3,lente,5031.877272015644
2071-03-11,7208.45654296875,3,lente,4370.513621935562
2071-03-12,6547.77685546875,3,lente,4098.387946222039
2071-03-13,5892.82080078125,3,lente,3765.9862669143845
2071-03-14,5266.32080078125,3,lente,3430.6805947460734
2071-03-15,4684.60693359375,3,lente,3203.5494052443887
2071-03-16,4155.9736328125,3,lente,2952.5621327378967
2071-03-17,3683.693359375,3,lente,2742.8809940151864
2071-03-18,3266.20361328125,3,lente,2604.614321184352
2071-03-19,2899.42333984375,3,lente,2460.6733392698425
2071-03-20,2579.074462890625,3,lente,2281.0705462807
2071-03-21,2300.18603515625,3,lente,2158.3256139252885
2071-03-22,2056.8486328125,3,lente,2049.445076363872
2071-03-23,1846.0751953125,3,lente,1965.4325563155012
2071-03-24,1663.0703125,3,lente,1870.91794855193
2071-03-25,1508.3311767578125,3,lente,1808.3240531119702
2071-03-26,1376.8341064453125,3,lente,1745.143086094529
2071-03-27,1271.1683349609375,3,lente,1696.030342956165
2071-03-28,1194.22900390625,3,lente,1636.0863717587968
2071-03-29,1145.559814453125,3,lente,1590.829492315095
2071-03-30,1114.13134765625,3,lente,1566.887909879639
2071-03-31,1089.930419921875,3,lente,1546.2349591569573
2071-04-01,1065.22021484375,4,lente,1530.5776895508398
2071-04-02,1038.7684326171875,4,lente,1518.3987327678342
2071-04-03,1015.5487060546876,4,lente,1508.5902416788567
2071-04-04,1006.807861328125,4,lente,1505.1012018526594
2071-04-05,1023.0860595703124,4,lente,1511.5988898613632
2071-04-06,1080.809326171875,4,lente,1538.4510633566265
2071-04-07,1191.4544677734375,4,lente,1633.6697783477064
2071-04-08,1349.281494140625,4,lente,1733.5327517249607
2071-04-09,1524.645263671875,4,lente,1812.9315858908094
2071-04-10,1676.623046875,4,lente,1881.132796727552
2071-04-11,1777.451171875,4,lente,1939.4370071378423
2071-04-12,1817.2747802734373,4,lente,1953.0571715690828
2071-04-13,1806.623046875,4,lente,1948.480178534672
2071-04-14,1763.2548828125,4,lente,1935.263734194969
2071-04-15,1711.6822509765625,4,lente,1906.7232611913976
2071-04-16,1689.0440673828125,4,lente,1890.4946594456494
2071-04-17,1720.8614501953125,4,lente,1912.019615490519
2071-04-18,1860.265380859375,4,lente,1971.5300033671306
2071-04-19,2135.563720703125,4,lente,2079.595691265854
2071-04-20,2545.82177734375,4,lente,2261.9731759791634
2071-04-21,3062.18408203125,4,lente,2528.1624556506795
2071-04-22,3590.18212890625,4,lente,2710.968040469559
2071-04-23,4040.931884765625,4,lente,2908.3494297772545
2071-04-24,4373.26025390625,4,lente,3050.270831226446
2071-04-25,4596.94091796875,4,lente,3167.705138841786
2071-04-26,4747.0986328125,4,lente,3232.2273289912946
2071-04-27,4848.94287109375,4,lente,3279.291631640152
2071-04-28,4915.1953125,4,lente,3310.1206159779567
2071-04-29,4929.189453125,4,lente,3315.6197136350333
2071-04-30,4877.47412109375,4,lente,3292.567964417
2071-05-01,4753.0390625,5,lente,3234.95343808629
2071-05-02,4562.298828125,5,lente,3154.0569488532883
2071-05-03,4320.7080078125,5,lente,3023.13016045143
2071-05-04,4046.775634765625,5,lente,2911.688118921258
2071-05-05,3758.2333984375,5,lente,2765.6584559271387
2071-05-06,3468.939453125,5,lente,2666.376977932576
2071-05-07,3188.71826171875,5,lente,2569.4993218295695
2071-05-08,2925.385986328125,5,lente,2473.328652068304
2071-05-09,2678.79833984375,5,lente,2343.1524039923784
2071-05-10,2454.385009765625,5,lente,2211.260267955848
2071-05-11,2255.317626953125,5,lente,2135.195296985311
2071-05-12,2071.081787109375,5,lente,2057.183730857069
2071-05-13,1912.7259521484373,5,lente,1994.6892057604482
2071-05-14,1770.08349609375,5,lente,1937.271136757605
2071-05-15,1640.4598388671875,5,lente,1855.477451582013
2071-05-16,1525.202392578125,5,lente,1813.0773971479296
2071-05-17,1424.899658203125,5,lente,1772.0199103461864
2071-05-18,1333.192138671875,5,lente,1727.540850275019
2071-05-19,1249.3004150390625,5,lente,1682.0681472938613
2071-05-20,1171.5233154296875,5,lente,1614.5551610950743
2071-05-21,1099.18798828125,5,lente,1554.135321706549
2071-05-22,1032.966552734375,5,lente,1515.7274252639486
2071-05-23,973.27783203125,5,lente,1491.5456463019948
2071-05-24,920.9913330078124,5,lente,1470.5059513475662
2071-05-25,877.3772583007812,5,lente,1452.5206339426038
2071-05-26,843.365478515625,5,lente,1431.9724942409948
2071-05-27,819.2936401367188,5,lente,1418.556750123304
2071-05-28,805.8939819335938,5,lente,1413.0219184812904
2071-05-29,803.595458984375,5,lente,1412.0805343119357
2071-05-30,811.8206176757812,5,lente,1415.4492342786475
2071-05-31,833.6174926757812,5,lente,1426.5397357772783
2071-06-01,875.5972290039062,6,zomer,1279.365053167525
2071-06-02,949.733154296875,6,zomer,1314.0642960165299
2071-06-03,1077.2237548828125,6,zomer,1382.202608142707
2071-06-04,1253.08251953125,6,zomer,1455.9677698553155
2071-06-05,1458.276611328125,6,zomer,1559.1925152365188
2071-06-06,1648.0728759765625,6,zomer,1644.071197635533
2071-06-07,1789.0289306640625,6,zomer,1692.8673634290412
2071-06-08,1869.9373779296875,6,zomer,1718.2128778216525
2071-06-09,1893.2750244140625,6,zomer,1724.9603150767018
2071-06-10,1877.5465087890625,6,zomer,1720.4128482888316
2071-06-11,1848.511474609375,6,zomer,1711.7401465157836
2071-06-12,1822.4088134765625,6,zomer,1702.7175837004652
2071-06-13,1816.3126220703125,6,zomer,1700.6103935707986
2071-06-14,1859.958740234375,6,zomer,1715.3278297605693
2071-06-15,2000.0084228515625,6,zomer,1773.2823609065806
2071-06-16,2277.377197265625,6,zomer,1895.228470832498
2071-06-17,2680.99365234375,6,zomer,2048.5309067230974
2071-06-18,3128.402587890625,6,zomer,2238.1882832323886
2071-06-19,3512.14794921875,6,zomer,2405.0708469626725
2071-06-20,3766.147705078125,6,zomer,2476.961877929859
2071-06-21,3874.767333984375,6,zomer,2513.0046087436
2071-06-22,3856.247314453125,6,zomer,2507.808156825893
2071-06-23,3764.45263671875,6,zomer,2476.2614136585953
2071-06-24,3637.231689453125,6,zomer,2447.185820101857
2071-06-25,3500.8798828125,6,zomer,2401.9681913803092
2071-06-26,3373.944580078125,6,zomer,2359.344519518269
2071-06-27,3257.364501953125,6,zomer,2296.0363680078303
2071-06-28,3179.44775390625,6,zomer,2259.1005198492508
2071-06-29,3133.0888671875,6,zomer,2239.626015147806
2071-06-30,3116.832275390625,6,zomer,2234.6385572133495
2071-07-01,3141.865234375,7,zomer,2242.8575209037213
2071-07-02,3194.3544921875,7,zomer,2265.543146293768
2071-07-03,3250.46435546875,7,zomer,2292.4184428408043
2071-07-04,3284.218505859375,7,zomer,2310.1277060644165
2071-07-05,3276.48876953125,7,zomer,2306.0637158516065
2071-07-06,3236.858642578125,7,zomer,2285.2846158715092
2071-07-07,3185.58203125,7,zomer,2261.751727423114
2071-07-08,3168.386474609375,7,zomer,2254.319883793013
2071-07-09,3222.475341796875,7,zomer,2277.743079470909
2071-07-10,3385.828369140625,7,zomer,2363.892137495202
2071-07-11,3689.193359375,7,zomer,2456.179392471749
2071-07-12,4085.720458984375,7,zomer,2567.6256780283397
2071-07-13,4475.8076171875,7,zomer,2715.557813798137
2071-07-14,4750.5439453125,7,zomer,2864.901945423486
2071-07-15,4855.96875,7,zomer,2943.093681054685
2071-07-16,4798.48681640625,7,zomer,2900.460335245266
2071-07-17,4617.70361328125,7,zomer,2796.7356299115695
2071-07-18,4358.26123046875,7,zomer,2642.461704791412
2071-07-19,4056.74560546875,7,zomer,2556.4508868710063
2071-07-20,3738.317138671875,7,zomer,2465.4612695273795
2071-07-21,3420.384033203125,7,zomer,2377.1156942470952
2071-07-22,3113.667236328125,7,zomer,2233.6675357727936
2071-07-23,2824.75732421875,7,zomer,2120.984292753604
2071-07-24,2557.640625,7,zomer,1997.141111239016
2071-07-25,2313.494384765625,7,zomer,1907.1819498241437
2071-07-26,2092.457275390625,7,zomer,1814.775283945246
2071-07-27,1893.8277587890625,7,zomer,1725.1201229869175
2071-07-28,1716.3726806640625,7,zomer,1673.0019665270963
2071-07-29,1564.6280517578125,7,zomer,1607.4977287989182
2071-07-30,1428.2548828125,7,zomer,1546.765791893157
2071-07-31,1305.1279296875,7,zomer,1476.125610170516
2071-08-01,1195.3270263671875,8,zomer,1435.7951041004073
2071-08-02,1097.3673095703125,8,zomer,1390.6437512097227
2071-08-03,1009.8982543945312,8,zomer,1353.0862687880508
2071-08-04,931.623779296875,8,zomer,1303.9588435814082
2071-08-05,861.3401489257812,8,zomer,1269.3932966005968
2071-08-06,798.2825927734375,8,zomer,1182.3584766888823
2071-08-07,743.7942504882812,8,zomer,1150.4077903432105
2071-08-08,692.4488525390625,8,zomer,1124.2172586936913
2071-08-09,645.436767578125,8,zomer,1084.9209554971083
2071-08-10,602.1812133789062,8,zomer,1048.334849495258
2071-08-11,563.2818603515625,8,zomer,1020.5913256691684
2071-08-12,527.1209716796875,8,zomer,1007.7853049835917
2071-08-13,494.3448181152344,8,zomer,996.1779547232402
2071-08-14,465.0060729980469,8,zomer,985.7879286298885
2071-08-15,439.4261779785156,8,zomer,970.4241781804451
2071-08-16,418.0486145019531,8,zomer,950.6174723366947
2071-08-17,401.0368347167969,8,zomer,934.8557454002896
2071-08-18,389.2475891113281,8,zomer,923.9327924602479
2071-08-19,387.11529541015625,8,zomer,921.9571831183368
2071-08-20,391.5887756347656,8,zomer,926.1019448449862
2071-08-21,410.5532836914063,8,zomer,943.6729104492345
2071-08-22,436.2698974609375,8,zomer,967.4998262148636
2071-08-23,470.81982421875,8,zomer,987.8468110613655
2071-08-24,512.6600952148438,8,zomer,1002.6641287641479
2071-08-25,559.1878051757812,8,zomer,1019.1414565648805
2071-08-26,606.6702270507812,8,zomer,1051.9237537410497
2071-08-27,649.3903198242188,8,zomer,1088.8708355021026
2071-08-28,682.4415893554688,8,zomer,1118.760936858436
2071-08-29,704.7338256835938,8,zomer,1130.915470380971
2071-08-30,719.2362060546875,8,zomer,1138.8226926884352
2071-08-31,732.1763916015625,8,zomer,1145.3418331597768
2071-09-01,768.0672607421875,9,herfst,935.954329351125
2071-09-02,837.522216796875,9,herfst,948.8385197464079
2071-09-03,978.4502563476562,9,herfst,978.2114128781056
2071-09-04,1182.9556884765625,9,herfst,1045.9948376228356
2071-09-05,1428.49951171875,9,herfst,1122.8680750581887
2071-09-06,1651.2559814453125,9,herfst,1206.4193578256138
2071-09-07,1844.7413330078125,9,herfst,1265.6223516359776
2071-09-08,2010.3665771484373,9,herfst,1331.1497096321416
2071-09-09,2157.14794921875,9,herfst,1387.0396748229946
2071-09-10,2282.9765625,9,herfst,1430.977836068006
2071-09-11,2392.406494140625,9,herfst,1466.4335767755463
2071-09-12,2469.5107421875,9,herfst,1497.402736270152
2071-09-13,2505.389892578125,9,herfst,1506.5567848598348
2071-09-14,2492.333740234375,9,herfst,1503.2256955879936
2071-09-15,2434.26806640625,9,herfst,1481.9013250648882
2071-09-16,2342.724853515625,9,herfst,1452.910969323947
2071-09-17,2230.80029296875,9,herfst,1414.896475782655
2071-09-18,2110.740234375,9,herfst,1374.1844264972185
2071-09-19,1988.098388671875,9,herfst,1321.143576849219
2071-09-20,1871.0914306640625,9,herfst,1285.2902061974105
2071-09-21,1757.2244873046875,9,herfst,1240.0101227311075
2071-09-22,1653.225341796875,9,herfst,1206.896173361432
2071-09-23,1556.580078125,9,herfst,1173.6510215837015
2071-09-24,1475.0166015625,9,herfst,1139.8558738562829
2071-09-25,1408.1585693359375,9,herfst,1115.6164464900419
2071-09-26,1356.929443359375,9,herfst,1105.4067913051515
2071-09-27,1318.369873046875,9,herfst,1097.2767486541927
2071-09-28,1285.984619140625,9,herfst,1087.2588541075472
2071-09-29,1254.669921875,9,herfst,1074.7138567799739
2071-09-30,1226.642822265625,9,herfst,1063.3064826093207
2071-10-01,1212.5751953125,10,herfst,1057.503268123594
2071-10-02,1224.613037109375,10,herfst,1062.4691502958528
2071-10-03,1284.5723876953125,10,herfst,1086.6930993261076
2071-10-04,1411.269775390625,10,herfst,1116.2687522661058
2071-10-05,1606.126708984375,10,herfst,1187.082228862858
2071-10-06,1846.322998046875,10,herfst,1266.475428381559
2071-10-07,2085.16650390625,10,herfst,1366.5092000395643
2071-10-08,2279.565673828125,10,herfst,1429.8455188528594
2071-10-09,2406.614013671875,10,herfst,1471.2137024412498
2071-10-10,2469.01806640625,10,herfst,1497.2770371387228
2071-10-11,2484.207275390625,10,herfst,1501.1523450980255
2071-10-12,2471.5654296875,10,herfst,1497.9269601998394
2071-10-13,2445.18017578125,10,herfst,1486.9314890981361
2071-10-14,2411.00341796875,10,herfst,1472.690519283943
2071-10-15,2368.252685546875,10,herfst,1458.6438548353706
2071-10-16,2312.968505859375,10,herfst,1444.6244558234482
2071-10-17,2241.60400390625,10,herfst,1417.7820752489029
2071-10-18,2155.717041015625,10,herfst,1386.6469282475703
2071-10-19,2053.083984375,10,herfst,1355.2100882070777
2071-10-20,1938.692626953125,10,herfst,1303.2882844029314
2071-10-21,1817.251953125,10,herfst,1253.190709500582
2071-10-22,1693.6090087890625,10,herfst,1216.9512576190023
2071-10-23,1571.5174560546875,10,herfst,1178.7101283074117
2071-10-24,1453.78955078125,10,herfst,1133.5268272517028
2071-10-25,1342.31591796875,10,herfst,1102.7374948809165
2071-10-26,1238.7947998046875,10,herfst,1068.3194483582631
2071-10-27,1143.9232177734375,10,herfst,1031.873317216478
2071-10-28,1057.05126953125,10,herfst,1001.8932247143241
2071-10-29,999.26806640625,10,herfst,984.5909576128067
2071-10-30,961.5903930664062,10,herfst,973.0447670243417
2071-10-31,963.1554565429688,10,herfst,973.5243752268027
2071-11-01,1027.5670166015625,11,herfst,992.8371475692669
2071-11-02,1183.443603515625,11,herfst,1046.1713599401928
2071-11-03,1433.676025390625,11,herfst,1125.6766308457215
2071-11-04,1754.6873779296875,11,herfst,1238.8143876450688
2071-11-05,2110.0625,11,herfst,1373.9810238371092
2071-11-06,2482.755859375,11,herfst,1500.782037200926
2071-11-07,2890.45703125,11,herfst,1635.5394280739574
2071-11-08,3352.970458984375,11,herfst,1795.184583782964
2071-11-09,3846.091064453125,11,herfst,1910.8584701801944
2071-11-10,4291.6962890625,11,herfst,2005.4882946942516
2071-11-11,4604.38037109375,11,herfst,2094.0519940424956
2071-11-12,4786.767578125,11,herfst,2126.080126312013
2071-11-13,4839.61669921875,11,herfst,2137.6480308357504
2071-11-14,4818.458984375,11,herfst,2133.016914552496
2071-11-15,4760.91748046875,11,herfst,2121.2269229460794
2071-11-16,4708.826171875,11,herfst,2112.7876000951856
2071-11-17,4677.615234375,11,herfst,2107.7311101518103
2071-11-18,4819.69580078125,11,herfst,2133.28763568853
2071-11-19,5147.591796875,11,herfst,2209.328951433863
2071-11-20,5637.02294921875,11,herfst,2322.4856269018765
2071-11-21,6358.86083984375,11,herfst,2515.8258224047086
2071-11-22,7365.75,11,herfst,2908.6852493019983
2071-11-23,8519.248046875,11,herfst,3508.915728263447
2071-11-24,9521.689453125,11,herfst,4204.3254096050905
2071-11-25,10166.939453125,11,herfst,4532.263806870479
2071-11-26,10463.693359375,11,herfst,4651.52059251208
2071-11-27,10498.8359375,11,herfst,4665.6433751211
2071-11-28,10337.69921875,11,herfst,4600.887202675739
2071-11-29,10006.111328125,11,herfst,4467.6316493004715
2071-11-30,9546.9130859375,11,herfst,4222.425221460603
2071-12-01,8988.3056640625,12,winter,4777.6385951972225
2071-12-02,8370.9658203125,12,winter,4450.256727347251
2071-12-03,7723.40771484375,12,winter,4192.962104983456
2071-12-04,7068.3193359375,12,winter,3862.594260226114
2071-12-05,6437.8681640625,12,winter,3659.2672189414543
2071-12-06,5847.4677734375,12,winter,3398.3897355338922
2071-12-07,5304.0576171875,12,winter,3147.060262549204
2071-12-08,4808.1796875,12,winter,2940.1709412647274
2071-12-09,4358.396484375,12,winter,2689.4275595671575
2071-12-10,3952.512451171875,12,winter,2495.542397307227
2071-12-11,3628.515869140625,12,winter,2349.423128736163
2071-12-12,3386.203369140625,12,winter,2230.5354770957547
2071-12-13,3340.09716796875,12,winter,2206.4931708993176
2071-12-14,3515.6708984375,12,winter,2288.10276050508
2071-12-15,3854.757568359375,12,winter,2451.924777450285
2071-12-16,4244.81005859375,12,winter,2631.325210032753
2071-12-17,4578.6298828125,12,winter,2787.205764817205
2071-12-18,4807.79638671875,12,winter,2939.9598998713145
2071-12-19,4934.7705078125,12,winter,2992.1140269957696
2071-12-20,4981.83642578125,12,winter,3010.7692521422523
2071-12-21,5009.7939453125,12,winter,3022.099905594333
2071-12-22,5020.84375,12,winter,3026.5781822700337
2071-12-23,5028.10986328125,12,winter,3029.523000441094
2071-12-24,5019.97705078125,12,winter,3026.226925482611
2071-12-25,4977.859375,12,winter,3009.1574287430662
2071-12-26,4905.90966796875,12,winter,2981.7140408816995
2071-12-27,4881.94677734375,12,winter,2973.079027794686
2071-12-28,4951.44970703125,12,winter,2998.4540902296494
2071-12-29,5108.5478515625,12,winter,3063.188735732377
2071-12-30,5576.6015625,12,winter,3258.058945070235
2071-12-31,6196.21337890625,12,winter,3547.2680276896144
2072-01-01,6805.16552734375,1,winter,3791.1650146286374
2072-01-02,7276.66748046875,1,winter,4004.852883452576
2072-01-03,7831.52197265625,1,winter,4231.499521877401
2072-01-04,8634.603515625,1,winter,4537.469527511719
2072-01-05,9653.509765625,1,winter,5124.269744113797
2072-01-06,10630.4462890625,1,winter,5638.058857957118
2072-01-07,11184.234375,1,winter,5995.629581053551
2072-01-08,11212.7177734375,1,winter,6014.496490932389
2072-01-09,10915.408203125,1,winter,5817.563780058363
2072-01-10,10483.51953125,1,winter,5548.6648971737795
2072-01-11,10199.537109375,1,winter,5382.17613156026
2072-01-12,10152.498046875,1,winter,5358.043823660396
2072-01-13,10187.25390625,1,winter,5375.874517028527
2072-01-14,10079.9423828125,1,winter,5320.820810871073
2072-01-15,9707.181640625,1,winter,5147.634473848982
2072-01-16,9090.2646484375,1,winter,4828.522740354797
2072-01-17,8330.7236328125,1,winter,4434.371458389362
2072-01-18,7534.04150390625,1,winter,4126.228874125753
2072-01-19,6772.46240234375,1,winter,3783.7365059864737
2072-01-20,6091.25634765625,1,winter,3507.351767340417
2072-01-21,5492.2255859375,1,winter,3226.605856366945
2072-01-22,4982.173828125,1,winter,3010.905994925412
2072-01-23,4546.44287109375,1,winter,2773.1286979781626
2072-01-24,4169.68701171875,1,winter,2584.931988703945
2072-01-25,3834.19140625,1,winter,2445.5720753093356
2072-01-26,3526.39208984375,1,winter,2292.627690498846
2072-01-27,3238.661865234375,1,winter,2174.355178917108
2072-01-28,2968.05615234375,1,winter,2058.653075822278
2072-01-29,2714.175048828125,1,winter,1958.1096295764073
2072-01-30,2477.65478515625,1,winter,1833.5734689080425
2072-01-31,2259.18994140625,1,winter,1733.1036497175169
2072-02-01,2058.9697265625,2,winter,1659.2304376652203
2072-02-02,1876.6444091796875,2,winter,1587.1230713388131
2072-02-03,1711.421142578125,2,winter,1525.8496789538317
2072-02-04,1562.207275390625,2,winter,1479.2980904215497
2072-02-05,1427.7432861328125,2,winter,1428.3613993486347
2072-02-06,1306.9322509765625,2,winter,1371.17645883718
2072-02-07,1198.173828125,2,winter,1323.0842260564236
2072-02-08,1100.570556640625,2,winter,1288.0491004483274
2072-02-09,1012.81982421875,2,winter,1262.6838872618034
2072-02-10,933.6532592773438,2,winter,1227.1858063622988
2072-02-11,862.1666870117188,2,winter,1169.6126057212998
2072-02-12,798.1721801757812,2,winter,1142.7122520948235
2072-02-13,741.1792602539062,2,winter,1125.9431147939872
2072-02-14,691.707763671875,2,winter,1106.7147379926255
2072-02-15,650.6312255859375,2,winter,1088.9685874522256
2072-02-16,630.9859008789062,2,winter,1079.6809712120528
2072-02-17,638.1530151367188,2,winter,1083.069329906486
2072-02-18,699.8702392578125,2,winter,1109.8872952638226
2072-02-19,835.1734008789062,2,winter,1156.5671897772474
2072-02-20,1039.7117919921875,2,winter,1271.1556717186136
2072-02-21,1279.377685546875,2,winter,1359.3789975210623
2072-02-22,1506.8359375,2,winter,1464.530047792922
2072-02-23,1686.7520751953125,2,winter,1518.891854245553
2072-02-24,1814.007568359375,2,winter,1560.4153803544602
2072-02-25,1895.974853515625,2,winter,1595.710290964184
2072-02-26,1947.4111328125,2,winter,1618.4480497577656
2072-02-27,1975.8433837890625,2,winter,1630.8274840084175
2072-02-28,1982.9498291015625,2,winter,1633.921638339514
2072-02-29,1970.1363525390625,2,winter,1628.3426361437855
2072-03-01,1933.9215087890625,3,lente,2000.7056567547595
2072-03-02,1878.205078125,3,lente,1979.299314933865
2072-03-03,1802.1763916015625,3,lente,1946.705462298003
2072-03-04,1712.6529541015625,3,lente,1907.2833522785113
2072-03-05,1617.5902099609375,3,lente,1840.681042202998
2072-03-06,1519.3125,3,lente,1811.4979143105647
2072-03-07,1422.251708984375,3,lente,1770.4110169833248
2072-03-08,1328.9449462890625,3,lente,1725.9591363122574
2072-03-09,1241.1395263671875,3,lente,1675.491231424944
2072-03-10,1159.7386474609375,3,lente,1603.2025186267367
2072-03-11,1085.7376708984375,3,lente,1542.6568881043079
2072-03-12,1019.0828857421876,3,lente,1510.0009627325271
2072-03-13,960.4573364257812,3,lente,1486.0436044736712
2072-03-14,910.6038818359376,3,lente,1466.8227712924192
2072-03-15,870.179931640625,3,lente,1448.0814570425932
2072-03-16,837.3412475585938,3,lente,1428.6150630488585
2072-03-17,812.4803466796875,3,lente,1415.719433208161
2072-03-18,795.5194091796875,3,lente,1408.7729034528938
2072-03-19,792.9993896484375,3,lente,1407.7408030364113
2072-03-20,811.2667236328125,3,lente,1415.2223811668575
2072-03-21,905.3714599609376,3,lente,1464.9674603435412
2072-03-22,1165.668212890625,3,lente,1608.9147064027827
2072-03-23,1658.572265625,3,lente,1867.557904550749
2072-03-24,2316.994873046875,3,lente,2167.8094034540686
2072-03-25,2957.133056640625,3,lente,2482.3220370264626
2072-03-26,3427.321044921875,3,lente,2658.010520451571
2072-03-27,3699.016845703125,3,lente,2748.151018818121
2072-03-28,3833.121337890625,3,lente,2787.577935472431
2072-03-29,3904.308837890625,3,lente,2826.570888418263
2072-03-30,3954.0498046875,3,lente,2858.1979195604868
2072-03-31,3982.869873046875,3,lente,2875.0350842996304
2072-04-01,3969.880126953125,4,lente,2867.44625792445
2072-04-02,3895.314697265625,4,lente,2820.055692988403
2072-04-03,3756.42431640625,4,lente,2765.1508862341907
2072-04-04,3563.238037109375,4,lente,2701.4774295168563
2072-04-05,3334.3916015625,4,lente,2632.717753131749
2072-04-06,3089.094482421875,4,lente,2541.102199538747
2072-04-07,2850.478759765625,4,lente,2437.443947015507
2072-04-08,2616.084716796875,4,lente,2306.2088842022467
2072-04-09,2396.53173828125,4,lente,2192.1138021152733
2072-04-10,2197.140869140625,4,lente,2105.5987190987616
2072-04-11,2021.4349365234373,4,lente,2028.9826679779617
2072-04-12,1872.09716796875,4,lente,1976.6140591877718
2072-04-13,1751.3355712890625,4,lente,1929.6030384471915
2072-04-14,1660.022705078125,4,lente,1868.6209325954471
2072-04-15,1596.2220458984375,4,lente,1833.3875613613297
2072-04-16,1555.7442626953125,4,lente,1821.07078687628
2072-04-17,1530.6624755859375,4,lente,1814.506404974337
2072-04-18,1511.435302734375,4,lente,1809.221218669825
2072-04-19,1486.9876708984375,4,lente,1802.155276945834
2072-04-20,1452.111328125,4,lente,1788.553715005157
2072-04-21,1404.259033203125,4,lente,1760.325107764822
2072-04-22,1349.469482421875,4,lente,1733.6027611953325
2072-04-23,1290.875,4,lente,1708.1113121625249
2072-04-24,1227.6065673828125,4,lente,1664.5849274332622
2072-04-25,1165.761962890625,4,lente,1609.0050195311824
2072-04-26,1105.375,4,lente,1559.415286571966
